Longitude,Latitude,Counts
121.398067,31.20296401,209
121.39808,31.17558,42
121.3981,31.207,107
121.39811,31.17218001,7129
121.3981111,31.1721806,1210
121.39812,31.13512,453
121.39812,31.13512001,6658
121.3981306,30.91295,377
121.39814,31.17382001,853
121.39815,31.20601001,20429
121.39816,31.02747001,5330
121.39817,31.23679001,2279
121.3982694,30.9434306,543
121.398317,31.16805201,6483
121.39832,31.16805,2299
121.39834,31.04841101,702
121.398411,31.20237701,1522
121.3984111,31.1737889,19
121.39844,31.18053001,776
121.3985,31.12621,92
121.3985,31.12621001,596
121.39856,31.20491,3
121.39861,31.20681001,1768
121.39862,31.62631001,877
121.39863,31.22609,10181
121.39865,31.20716,97
121.39865,31.20716001,1433
121.3987,31.2133,1188
121.39871,31.73086,101
121.39877,31.20661,78
121.39888,31.37108001,6069
121.398987,31.20877101,11511
121.39899,31.19925001,6268
121.399,31.26400001,137
121.39906,31.16012001,10677
121.3990611,31.1601195,2500
121.39911,31.40607001,1148
121.39915,31.17486001,49
121.39922,31.22966001,9757
121.39925,31.1791,13
121.39925,31.17910001,146
121.39939,31.14984001,7543
121.39939,31.18798001,1747
121.3994111,31.0560111,525
121.39942,30.79645001,413
121.39942,31.21161,28
121.39942,31.21161001,1358
121.39944,31.29666001,22339
121.39946,31.61756,416
121.39946,31.61756001,982
121.39948,31.25625001,33146
121.39949,31.2079,77
121.39949,31.20790001,699
121.3995,31.256,4118
121.39952,31.11522,33
121.39952,31.11522001,123
121.39953,31.20117,77
121.39953,31.20117001,1984
121.39956,31.29673,1816
121.39958,31.07982,36
121.39967,31.19303,2506
121.39967,31.19303001,46172
121.39967,31.19641001,5469
121.39968,31.20367,108
121.39968,31.20367001,2188
121.3997,31.19641,11
121.39971,31.20602,77
121.39971,31.20602001,925
121.39972,31.09723001,14409
121.39974,31.26062001,27630
121.3998,31.21262001,34466
121.39986,31.24083001,2247
121.40001,31.17346,27
121.40001,31.17346001,1955
121.40006,31.21302001,1859
121.4001,31.21302,1757
121.40011,31.16715,141
121.40011,31.16715001,1115
121.40012,31.26843,3492
121.40012,31.26843001,9472
121.400124,31.216291,120
121.400148,31.166343,713
121.40015,31.21934001,20959
121.4002,31.18735,8100
121.4002,31.18735001,58902
121.40021,31.16561001,580
121.40027,30.96087,1055
121.40028,31.17574001,8201
121.4002806,31.1757389,297
121.40045,31.20637,492
121.40045,31.20637001,3324
121.40046,31.2168,885
121.40047,31.24137001,322
121.40055,31.26815,16
121.40055,31.26815001,666
121.40066,31.20543001,955
121.40066,31.25007001,6856
121.40069,31.24175001,49464
121.40071,31.23878001,29361
121.40072,31.17018001,76
121.40072,31.21715,2467
121.40072,31.21715001,43460
121.40074,31.80511,1060
121.40074,31.80511001,1065
121.40081,31.45295,1903
121.40083,31.22528001,42597
121.40086,31.20528,68
121.40086,31.20528001,585
121.40089,31.01647001,9712
121.40089,31.24173,3403
121.40091,31.16655001,21102
121.40095,31.18116,8314
121.40095,31.18116001,15996
121.40096,31.18706,33
121.40096,31.18706001,511
121.401,31.45290001,11306
121.40103,31.24635001,153
121.401054,31.199119,44
121.401054,31.19911901,836
121.40111,31.42819,2297
121.40111,31.42819001,13773
121.40117,31.24084,51
121.40117,31.24084001,565
121.40121,31.20738001,6328
121.40123,31.19558,130
121.40123,31.19558001,8731
121.40124,31.0984,271
121.40124,31.23846001,205
121.40125,31.28550001,8479
121.401409,31.17607201,239
121.40141,31.16661001,1450
121.4014111,31.1666111,59
121.40145,30.8841111,158
121.4014694,30.8082389,600
121.40147,31.20883,4
121.40147,31.20883001,1326
121.40158,31.27836,1079
121.40158,31.27836001,14488
121.4016,31.43750001,3981
121.40164,31.12329001,7557
121.40165,31.24046,87
121.40165,31.24046001,1584
121.40165,31.63064,570
121.401667,31.63055601,276
121.4017,31.63060001,3641
121.40178,31.19779,912
121.40178,31.19779001,4095
121.40179,31.28572001,60
121.4018,31.20459001,688
121.4018333,31.22219445,31683
121.4018333,31.2221945,1038
121.40185,31.20476,125
121.40186,31.26035,24
121.40186,31.26035001,14
121.40188,31.20843001,17912
121.40191,31.20583,49
121.40195,31.20680001,709
121.402,31.28130001,4165
121.40204,31.25231,342
121.40204,31.25231001,1826
121.40205,31.20580001,15935
121.40208,31.15256001,23088
121.40208,31.28455,5480
121.40208,31.28455001,10085
121.40213,31.16361001,955
121.40216,31.28423001,14984
121.40218,31.23345,3092
121.40218,31.23345001,20855
121.40221,31.13877001,824
121.4022194,31.0008306,4862
121.40222,31.00083001,5784
121.40222,31.20545001,303
121.40222,31.35138,23753
121.40222,31.35138001,49946
121.40224,31.19952,24
121.40224,31.19952001,535
121.40227,31.22798001,12296
121.40227,31.44752001,3204
121.40229,31.20659,35
121.40229,31.20659001,246
121.4023,31.20505001,487
121.40233,31.12861,2861
121.40233,31.12861001,32267
121.40235,31.1612889,3941
121.40235,31.16129001,26565
121.40236,31.22807001,351
121.4024,31.0071389,63
121.40242,31.22792,13
121.40252,31.19864,92
121.40252,31.19864001,1490
121.40257,31.62141001,1683
121.40259,31.13938,6993
121.40259,31.13938001,33250
121.4027,31.00820001,14921
121.40272,31.33061,786
121.40272,31.33061001,5211
121.40275,31.18061,22
121.40275,31.18061001,977
121.40275,31.20595,23
121.40275,31.20595001,447
121.40277,31.00772001,457
121.40277,31.32388,3780
121.40277,31.32388001,6310
121.40278,31.20167,1708
121.40278,31.20167001,7445
121.40285,31.21181,300
121.40285,31.21181001,3767
121.402878,31.292916,56
121.402878,31.29291601,1947
121.40296,31.20933,213
121.40297,31.20539,4
121.40301,31.20909001,19800
121.40302,31.32720001,24960
121.40315,31.1099611,6802
121.40319,31.19934,117
121.40319,31.19934001,620
121.40324,31.29299001,34563
121.40325,31.20594,202
121.40325,31.20594001,1878
121.40327,31.04916,92
121.40333,31.21361,7050
121.40333,31.21361001,72163
121.40334,31.20454,9
121.40334,31.20454001,175
121.40337,31.17843,10
121.40337,31.17843001,350
121.40339,31.19957001,30388
121.4034,31.19533,306
121.4034,31.19533001,5189
121.40341,31.31574001,27374
121.40351,31.16977,66
121.40351,31.16977001,560
121.40361,31.20607001,1863
121.40365,31.19207001,1575
121.40368,31.26141001,10979
121.40376,31.32898,63
121.40376,31.32898001,505
121.4038,31.36557,2912
121.4038,31.36557001,39558
121.40382,31.00606001,23367
121.40383,31.17828001,235
121.40386,31.20406,2102
121.40386,31.20406001,12604
121.40387,31.17833001,15740
121.40388,31.11638001,110802
121.4038806,31.1163806,5439
121.40391,31.19746001,1702
121.40396,31.20608,262
121.40399,31.31545001,586
121.4040889,31.1479889,5183
121.40409,31.14799001,31624
121.40413,31.02980001,16862
121.40417,31.40222,1402
121.40417,31.40222001,1556
121.40421,31.04857,43
121.40434,31.19796,153
121.40435,31.26535001,39305
121.40441,31.17944,251
121.40441,31.17944001,2763
121.40445,31.24572001,540
121.4045,31.19541001,10896
121.40452,31.24379,6605
121.40452,31.24379001,23342
121.40452,31.31626,90
121.40452,31.31626001,1617
121.40453,31.17849,73
121.40453,31.17849001,1042
121.40462,31.18793001,8967
121.40477,31.71811001,779
121.40482,31.24705001,3170
121.40482,31.24774,1335
121.40483,31.17497001,1786
121.40489,31.27145001,5312
121.40492,31.23878,1335
121.40492,31.23878001,41235
121.40494,31.24716,285
121.405,31.1721,82
121.405,31.17210001,2408
121.405,31.20820001,762
121.405,31.24800001,36777
121.40502,31.2058,202
121.40504,31.20577001,2088
121.40511,31.16399001,3
121.40522,31.20679001,220
121.40527,31.30990001,9622
121.40536,31.20824,14
121.40537,31.30033001,11399
121.4055194,31.0426611,2388
121.40562,31.17826,46
121.40562,31.17826001,350
121.40565,31.23211,186
121.40565,31.23211001,1179
121.4057,31.1713,440
121.4057,31.17130001,6097
121.4057,31.2225,541
121.40591,31.26897001,360
121.40599,31.20617,753
121.40599,31.20617001,20731
121.40603,31.27034,257
121.40609,31.18214,1149
121.40609,31.18214001,1735
121.40611,31.20972,5698
121.40611,31.28555,8023
121.40611,31.28555001,35598
121.40612,31.24423,129
121.40622,31.76733,1137
121.40622,31.76733001,830
121.40624,31.26969,4145
121.40624,31.26969001,24301
121.40625,31.27836,3321
121.40625,31.27836001,20033
121.40628,31.22223001,1930
121.40628,31.23547,3400
121.40628,31.23547001,29830
121.40628,31.27502001,2881
121.406309,31.21904801,2736
121.4064194,30.8595,321
121.40642,30.85950001,294
121.40642,31.22892,44
121.40642,31.22892001,3770
121.4066194,31.13965,2777
121.40671,31.23523,51
121.40671,31.23523001,689
121.40674,31.28056,173
121.40674,31.28056001,1556
121.40678,31.09861,41
121.40681,31.22884001,30303
121.40691,31.24704001,1770
121.40692,31.10276,4715
121.40697,31.28080001,32382
121.407,31.20950001,42837
121.40704,31.21468,25
121.40704,31.21468001,1199
121.40704,31.27283,213
121.40704,31.27283001,383
121.40706,31.16849001,8085
121.40706,31.29315,39
121.40706,31.29315001,2737
121.4070694,31.1008306,17
121.40708,31.16521001,818
121.4071,31.18173001,6954
121.40711,31.23242,187
121.40711,31.23242001,37162
121.40717,31.23238,12085
121.40721,31.21961001,34410
121.40727,31.2904,1219
121.40727,31.29040001,32685
121.40729,31.25334,5066
121.40729,31.25334001,31875
121.40731,31.40231001,2214
121.40755,31.17374001,13926
121.40756,31.62508,938
121.40756,31.62508001,3347
121.4076,31.1655111,127
121.4076,31.17154,152
121.4076,31.17154001,1479
121.40768,31.30483,66
121.40768,31.30483001,1227
121.40771,31.16212,41
121.40771,31.16212001,31
121.40774,31.24779,6433
121.40774,31.24779001,23699
121.40775,31.16643001,11850
121.40775,31.1664306,1924
121.40776,30.92581001,1991
121.4077611,30.9258111,386
121.4077694,31.1530806,5856
121.407778,31.21305601,2886
121.40778,31.21305,4444
121.40778,31.21305001,22175
121.40778,31.37823,2037
121.40778,31.37823001,7708
121.40785,31.24746,33
121.40785,31.24746001,764
121.40794,31.21495,42
121.40794,31.21495001,896
121.40797,31.18794001,3280
121.40797,31.67872001,794
121.40806,31.31045001,1928
121.40809,31.30515,3299
121.40809,31.30515001,39705
121.40813,31.27258001,45745
121.40816,31.08869,195
121.40824,31.11185,19
121.40826,31.19801,149
121.40826,31.19801001,1368
121.40828,31.23172,97
121.40831,31.27461,1608
121.40831,31.27461001,1437
121.40833,31.24305001,14080
121.40835,31.27028,29
121.40835,31.27028001,319
121.40835,31.41374,2189
121.40835,31.41374001,3708
121.40842,31.23332,705
121.40842,31.23332001,4446
121.40845,31.18743,32
121.40845,31.18743001,347
121.40848,31.24316,3966
121.40851,31.17076001,203
121.40851,31.21054001,1574
121.40852,31.21644001,30139
121.40855,31.21696001,671
121.40858,31.21603,54
121.40858,31.21603001,1220
121.4085889,31.12995,3709
121.40859,31.23817,78
121.40859,31.23817001,1405
121.40861,31.16194001,42778
121.40865,31.35666,1409
121.40865,31.35666001,12975
121.4087,31.19137001,342
121.40872,31.27424,1456
121.40872,31.27424001,10740
121.40885,31.24164,33
121.40885,31.24164001,1282
121.40897,31.23301001,10023
121.409,31.12990001,34973
121.40904,31.22471001,73
121.409097,31.265182,410
121.409097,31.26518201,1829
121.40911,31.23798001,1632
121.4091389,31.19046945,34918
121.4091389,31.1904695,7794
121.40914,31.2016,574
121.40914,31.20160001,3188
121.4091694,31.1436111,1771
121.409266,31.18826101,784
121.4093,31.24651001,1618
121.4093,31.37127001,3650
121.40932,31.25780001,10656
121.409321,31.17115801,45
121.40944,31.1975,9932
121.40944,31.19750001,40305
121.40944,31.20175,116
121.40944,31.20175001,1141
121.40946,31.30492,251
121.40946,31.30492001,2958
121.40951,31.18034001,595
121.4095111,31.1803389,114
121.40952,31.18042001,22386
121.40956,31.14478001,3686
121.4096,31.24967,75
121.4096,31.24967001,59
121.40966,31.21061001,4630
121.40969,31.24984001,7459
121.4097,31.19394001,27333
121.40978,31.20428001,2013
121.40988,31.20436,39
121.40988,31.20526,8942
121.4098889,31.1502111,6
121.40989,31.17478001,457
121.40993,31.27359001,4137
121.40993,31.66967,337
121.40995,31.23864,116
121.40995,31.23864001,226
121.40996,31.2386,2178
121.40996,31.23860001,60723
121.41,30.84190001,1543
121.41,31.20500001,26893
121.41003,31.3015,1848
121.41003,31.30150001,6969
121.41004,31.27423,60
121.41004,31.27423001,1040
121.41019,31.12489001,20794
121.4102389,30.8419195,247
121.41027,31.23754,37
121.41028,31.27104,54
121.41028,31.27104001,3492
121.41028,31.44329001,418
121.41033,31.19639001,2471
121.41039,31.01522,8
121.41039,31.01522001,135
121.4105,31.40387,1966
121.4105,31.40387001,1113
121.41056,31.17583001,36013
121.41056,31.19717,89
121.4105611,31.1758306,6442
121.41057,31.68921,477
121.41057,31.68921001,2208
121.41058,31.24632,155
121.41062,31.42123001,8953
121.41064,31.23995,423
121.41064,31.23995001,6941
121.41066,31.07425,23
121.41073,31.19967,624
121.41073,31.19967001,8391
121.41085,31.19763001,1017
121.4109,31.0345195,1786
121.41101,31.15220001,6564
121.41103,31.42879001,1254
121.41104,31.29114001,5241
121.4110611,31.1762306,38
121.41113,31.6381,9
121.41113,31.63810001,727
121.41115,31.18970001,1528
121.41115,31.28853,3071
121.41117,31.26132001,31866
121.41119,31.24239,769
121.41129,31.24558,38
121.41129,31.24558001,2539
121.4113111,31.0150306,12
121.411355,31.281301,199
121.411355,31.28130101,5445
121.41137,31.0151,3905
121.41137,31.01510001,34387
121.41139,31.12210001,16046
121.41142,31.22033,3120
121.4114306,30.9112806,1337
121.411433,31.110366,8880
121.411433,31.11036601,17353
121.4114611,31.1873195,31
121.41148,31.22024001,46764
121.41161,31.22207001,1925
121.41167,31.21944,2413
121.41167,31.21944001,6087
121.41177,31.01506001,19
121.41177,31.19355,2725
121.41177,31.19355001,8278
121.41178,31.30456001,812
121.4118,31.00545,18
121.4118,31.00545001,62
121.41181,31.18729001,230
121.41188,31.17421,94
121.41188,31.17421001,497
121.41189,31.21835,626
121.4119,31.29458,181
121.4119,31.29458001,1428
121.41192,31.21782,174
121.41192,31.21782001,3685
121.41194,31.17254,9119
121.41194,31.17254001,15549
121.41201,31.13907,1495
121.4120111,31.1390695,7176
121.41206,31.20355,3
121.41206,31.20355001,583
121.41211,31.17742,201
121.41211,31.17742001,4613
121.41213,31.22178001,32917
121.41214,31.24258,181
121.41215,31.29737,269
121.41215,31.29737001,6120
121.4122147,31.17628508,1115
121.41222,31.21194,11176
121.41222,31.21194001,1287
121.41228,31.21941,11638
121.41228,31.21941001,3441
121.41231,31.17753001,216
121.41234,31.28612001,22337
121.41235,31.01073001,118
121.41237,31.23476001,9780
121.41239,31.08255,25
121.412439,31.220427,274
121.41252,31.12239,1
121.41252,31.12239001,3
121.41255,31.19954,10069
121.41255,31.19954001,25701
121.41275,31.25452001,27391
121.41286,31.20944,348
121.41286,31.20944001,2097
121.41286,31.2545,2536
121.412862,31.219988,727
121.412862,31.21998801,65213
121.41288,31.27318,5403
121.41288,31.27318001,22340
121.41289,31.23225,5037
121.41293,31.00852,3577
121.41293,31.00852001,9279
121.41299,31.19993001,954
121.413,31.2205889,8102
121.41313,31.16946,123
121.41313,31.16946001,2197
121.41328,31.1531,3053
121.41337,31.11283,2432
121.41337,31.11283001,30768
121.41347,31.22043001,9
121.41348,31.11275,185
121.41348,31.11275001,146
121.41348,31.19084001,18958
121.41349,31.24003001,2110
121.41354,31.22181,50
121.41354,31.22181001,4385
121.41361,31.28861001,13752
121.41375,31.23824,58
121.41375,31.23824001,1994
121.41378,31.18216001,53299
121.41389,31.20528,1250
121.41389,31.20528001,27587
121.41396,31.24535001,4996
121.4139694,31.1954695,2353
121.41397,31.19547001,35677
121.41402,31.257,1689
121.41402,31.25700001,8830
121.414027,31.24256401,62347
121.41403,31.23926001,808
121.41408,31.23145001,14830
121.41411,31.01588001,1889
121.41416,31.24268,47
121.41416,31.24268001,1154
121.41416,31.46194,422
121.41416,31.46194001,1028
121.41418,31.25971001,3556
121.41421,31.23892,535
121.41421,31.23892001,5943
121.41425,31.23967001,1296
121.41429,31.23907,207
121.4143,31.00541001,8587
121.4143,31.0054111,1389
121.4144,30.90323,705
121.4144389,31.1683306,4256
121.41444,31.16833001,41460
121.41444,31.23626001,35446
121.41446,31.12489,2359
121.41446,31.12489001,12299
121.4145,31.18955,68
121.4145,31.18955001,1451
121.4145419,31.22029246,911
121.41463,31.16851001,319
121.41472,31.21014,12
121.4147694,31.1775695,225
121.41483,31.29011,164
121.41493,31.19093001,900
121.41495,31.17588001,16019
121.41496,31.26785,74
121.41496,31.26785001,3150
121.415,31.66620001,1283
121.41502,31.25568,260
121.41503,31.22676,3568
121.41503,31.22676001,18639
121.41503,31.25768,267
121.41503,31.25768001,6613
121.41509,31.20246001,16298
121.41512,31.40297001,7697
121.41524,31.19345001,596
121.41525,31.22401,74
121.41525,31.22401001,2023
121.41528,31.21488001,25237
121.4153,31.25760001,419
121.41533,31.19479,227
121.41533,31.19479001,1600
121.41535,31.22066,1128
121.41543,31.63735001,1392
121.41547,31.36293001,4528
121.4154889,31.0160806,128
121.41549,31.22115,5410
121.41553,31.20829,4358
121.41553,31.20829001,26375
121.41554,31.72867001,761
121.41555,31.19305001,23701
121.41563,31.17780001,802
121.41563,31.21809,846
121.41563,31.21809001,6514
121.4156306,31.1778,28
121.41575,31.21043,53
121.4158064,31.01943538,4473
121.41581,31.2896,1308
121.41581,31.28960001,16373
121.41584,31.19594001,3364
121.41586,31.06391001,237
121.41598,31.41911001,5644
121.416,31.2069,224
121.41602,31.21050001,1548
121.41603,31.28119,9013
121.41603,31.28119001,42416
121.41607,31.34195,3168
121.41608,31.22044,2990
121.41608,31.22044001,9483
121.41613,31.19952001,18915
121.4161306,31.1995195,755
121.41614,31.28139001,1419
121.41615,31.20701001,2899
121.416202,31.27414801,4023
121.41621,31.27753,3437
121.41621,31.27753001,34333
121.41628,31.02848,16
121.41628,31.02848001,251
121.41629,31.22046,252
121.41634,31.18250001,668
121.41635,31.01174001,21691
121.41636,31.27240001,13664
121.41639,31.02958001,29632
121.41639,31.28222001,332
121.41645,31.13012,2011
121.41652,31.21753,1116
121.41653,31.18781001,1934
121.41655,31.25611001,3331
121.41656,31.11331001,65
121.41657,31.28636,827
121.41657,31.28636001,2064
121.4166889,30.8893695,611
121.41669,31.18677001,7350
121.416718,31.199683,44
121.416718,31.19968301,2500
121.41676,31.2151,262
121.41676,31.21510001,1122
121.41679,31.19204,78
121.41679,31.19204001,243
121.4168,31.16070001,39337
121.4168,31.2351,8
121.4168,31.23510001,696
121.41682,31.21007001,2244
121.41682,31.2818,38
121.41689,31.24031,2773
121.41694,31.22568,1821
121.41694,31.22568001,26353
121.41694,31.24027001,32924
121.41694,31.26388001,26026
121.41695,30.8113,657
121.417,31.23755,171
121.417,31.241,512
121.41701,31.23396,68
121.41701,31.23396001,1479
121.41702,31.13442,7
121.41702,31.19853,215
121.41702,31.19853001,2568
121.41702,31.34398001,34327
121.417064,31.257163,183
121.417064,31.25716301,1838
121.4171,31.2041,4204
121.4171,31.20410001,19157
121.4171,31.23755001,3885
121.41713,31.26414,4844
121.41722,31.21716,365
121.41722,31.21716001,1340
121.41722,31.21861,13340
121.41722,31.21861001,22435
121.41725,31.24456,468
121.41725,31.24456001,469
121.4172889,31.1413389,2254
121.41732,31.23606,313
121.4174,31.21719,220
121.4174,31.21719001,588
121.41743,31.28493001,1060
121.4174389,31.182,115
121.41744,31.18200001,1246
121.41744,31.20500001,4160
121.4175,31.19619,3375
121.4175,31.19619001,31269
121.4175,31.24666,5663
121.4175,31.24666001,53920
121.41752,31.1884,218
121.41763,31.25483001,4260
121.41766,31.22691,2743
121.41766,31.22691001,48474
121.41767,31.18853001,5208
121.41768,31.2031,804
121.41769,31.12687,11
121.41769,31.12687001,150
121.41775,31.19835,38
121.41775,31.19835001,129
121.41784,31.22092,2192
121.41784,31.22092001,32251
121.4178694,30.9638389,554
121.41793,31.23638001,64467
121.41794,31.28633,4920
121.41794,31.28633001,29033
121.41795,31.29593001,16800
121.41799,31.20589,2398
121.41802,31.23669,29
121.41802,31.23669001,541
121.4181,31.26910001,13956
121.41811,31.18163001,9447
121.4181611,31.169,337
121.41818,31.20316001,347
121.4182,31.18812,101
121.4182,31.18812001,957
121.41822,31.23032001,18724
121.41824,31.28565,648
121.41831,31.17318001,26735
121.41833,31.01250001,7995
121.41833,31.17555001,54701
121.41833,31.18185,348
121.41833,31.18185001,4163
121.41833,31.21796001,1176
121.4183306,31.0125,2272
121.4183306,31.17555,8841
121.41834,31.12509,98
121.41834,31.12509001,1109
121.41836,31.18338001,53633
121.41836,31.18903001,878
121.4183611,31.1833806,7209
121.418404,31.275749,613
121.418404,31.27574901,1619
121.41844,31.24502,207
121.41844,31.24502001,1766
121.41854,31.30793001,27240
121.41861,31.12666,4771
121.41861,31.12666001,19013
121.41861,31.1525,2282
121.41861,31.30250001,22243
121.4186111,31.1266611,2323
121.4186111,31.1890195,45
121.4186194,31.1042111,2419
121.41873,31.212,65
121.418755,31.18855501,28617
121.41876,31.22164,30
121.41876,31.22164001,540
121.4187889,31.1885111,7520
121.4188,31.1684695,41
121.4188,31.16847001,851
121.41883,31.21796,26
121.4188373,31.2197139,1374
121.41888,31.12683,131
121.41888,31.12683001,109
121.41894,31.27560001,19634
121.418946,31.211455,87
121.418946,31.21145501,1834
121.41901,31.30251,3630
121.41904,31.27155001,9793
121.41905,31.19614001,615
121.41908,31.20756001,817
121.4191,31.22193,19
121.41911,31.20947,3067
121.41911,31.20947001,9480
121.41915,31.18879001,459
121.4192306,31.0771306,2638
121.4193,31.25154,2110
121.4193,31.25154001,40113
121.41935,31.21206001,858
121.41936,31.24148001,1028
121.41937,31.22249001,1636
121.41947,31.20753,5560
121.41947,31.20753001,36046
121.41954,31.23259,1042
121.41954,31.23259001,2719
121.41957,31.41816001,21407
121.41957,31.63568001,4025
121.4195889,31.1846611,483
121.41961,31.23947,331
121.41961,31.23947001,1867
121.41972,31.43353,483
121.41977,31.24577001,381
121.41978,31.21121001,1301
121.41982,31.25678001,36082
121.41983,31.29174001,141
121.41989,31.26660001,16212
121.4199,31.44761001,966
121.41991,31.22447001,1654
121.41995,31.21877,159
121.41995,31.21877001,1299
121.41997,31.22331,212
121.42,31.21450001,28164
121.42,31.41470001,6570
121.42,31.43350001,1659
121.42006,31.20142001,3365
121.42009,31.21452,4303
121.42014,31.42680001,2193
121.4202,31.26299001,7976
121.42022,31.21166,58
121.42022,31.21166001,2104
121.42022,31.22248,48
121.42023,31.17104001,124
121.42027,31.13632,20
121.42027,31.21444001,907
121.42028,31.00278001,17317
121.4202806,31.0027806,2020
121.4203,31.32088,8520
121.4203,31.32088001,43369
121.42031,31.17167001,14923
121.42036,31.22362,1817
121.42036,31.22362001,26567
121.42042,31.16974001,1928
121.420421,31.23067,232
121.42045,31.41475,563
121.42051,31.16878001,1520
121.42063,31.18336001,909
121.4206306,31.1833611,99
121.42066,31.41460001,608
121.420729,31.227983,1601
121.420729,31.22798301,6847
121.42088,31.22453,24
121.42088,31.22453001,435
121.420885,31.22075801,5027
121.42091,31.22743,134
121.42091,31.22743001,3034
121.42092,31.21650001,38092
121.42093,31.19291001,73980
121.4209306,31.1929111,4524
121.42096,31.28031,2567
121.42096,31.28031001,30854
121.42099,31.23333001,1129
121.42099,31.28929001,2432
121.421,31.18750001,258
121.42104,31.13470501,20051
121.42108,31.19662001,30790
121.4210806,31.1966195,2010
121.42109,31.22094,277
121.42109,31.22094001,2660
121.4211,31.29137,2874
121.4211,31.29137001,26335
121.42111,31.18509001,489
121.42113,31.18543,120
121.42113,31.18543001,3255
121.42113,31.21144,169
121.42113,31.21144001,1391
121.42117,31.11162,2029
121.42117,31.11162001,176
121.421205,31.23629701,16100
121.42122,31.0037,41
121.42122,31.00370001,225
121.42126,31.24272001,39055
121.421328,31.28636301,175
121.42135,31.13424,2511
121.42135,31.1875389,256
121.42137,31.21235,683
121.42138,31.23496,827
121.42138,31.23496001,4048
121.42141,31.2337,196
121.42143,31.3827,2581
121.42143,31.38270001,7645
121.42146,30.94623,1012
121.42147,31.23223001,3883
121.42148,31.74342,140
121.42148,31.74342001,466
121.42149,31.12798,1262
121.42149,31.12798001,7243
121.42151,31.22297,22
121.42157,31.11394001,28627
121.42162,31.22199,686
121.42167,31.21278,2069
121.42167,31.21278001,16766
121.42171,30.82940001,2815
121.42175,31.41187001,5163
121.42176,31.37422,2992
121.42176,31.37422001,7970
121.42177,31.23178,7273
121.421915,31.16473801,30063
121.42199,31.22700001,9280
121.42199,31.274222,19
121.42199,31.27422201,261
121.422068,31.26175101,23736
121.4220694,30.99145,2054
121.42207,30.99145001,3318
121.42207,31.18438,376
121.42207,31.18438001,1968
121.4220889,31.1893889,1023
121.42209,31.18939001,19094
121.4221,31.19069001,15947
121.42211,31.20839,3035
121.42211,31.20839001,18211
121.42212,31.27336,6123
121.42212,31.27336001,54164
121.42221,31.18570001,780
121.42221,31.20096,90
121.4222111,31.1857,425
121.42222,31.25888,3522
121.42222,31.25888001,25732
121.422222,31.208333,3696
121.422222,31.20833301,780
121.422222,31.295556,51
121.42223,31.20020001,37673
121.4222306,31.2002,3975
121.42251,31.23155001,28356
121.42255,31.18400001,1449
121.4226,31.20782,569
121.4226,31.20782001,4194
121.42268,31.29370001,57131
121.4228186,31.18812524,7055
121.42283,31.28998,9
121.4228333,31.18800001,9145
121.42286,31.20469001,1111
121.42288,31.16541,16
121.42288,31.16541001,38
121.42289,31.27053001,1511
121.42299,31.29199,174
121.42299,31.29199001,2789
121.423,31.13925,6234
121.423,31.13925001,38697
121.423,31.18460001,2280
121.42301,31.2395,6433
121.42301,31.23950001,35347
121.42301,31.62636,3
121.42301,31.62636001,296
121.42302,31.00995,4798
121.42302,31.00995001,6545
121.42305,31.23178,3
121.42306,31.22528,6644
121.42306,31.22528001,50267
121.42309,31.23363,30
121.42309,31.23363001,1734
121.42313,31.23791,205
121.42313,31.23791001,2058
121.42313,31.35423,1792
121.42315,31.21171,487
121.42316,31.30636,581
121.42316,31.30636001,2991
121.4232,30.98793,754
121.4232,30.98793001,22864
121.42323,31.11839,6585
121.42323,31.11839001,19137
121.42331,31.19601001,3479
121.4233111,31.1960111,90
121.4233137,31.15794218,7230
121.42336,31.29012001,50832
121.4233611,31.1683889,54
121.42337,31.26472001,51452
121.42337,31.28576001,1427
121.4233889,31.1845695,119
121.42341,30.923,939
121.42351,31.20465001,444
121.42352,31.25822,363
121.42352,31.25822001,1355
121.423531,31.21547001,1924
121.42354,31.28572,85
121.42354,31.28572001,229
121.42356,31.22839,3282
121.4235611,31.1974806,3705
121.4236,31.17947001,52329
121.4236,31.21032001,2432
121.42367,31.23206,176
121.42367,31.23206001,7823
121.4237,31.35087,2285
121.4237,31.35087001,38034
121.42373,31.19784001,21208
121.42374,31.21474001,306
121.42375,31.24821,9004
121.42375,31.34413001,3467
121.42376,31.20118001,42
121.4238056,31.1463333,7841
121.42384,31.40505001,54
121.42384,31.4051,7
121.42385,31.27831,8898
121.42388,31.24780001,34086
121.42389,31.27833001,43672
121.423894,31.137266,4
121.42395,31.2010695,43
121.42395,31.28653001,28855
121.4239694,30.7831611,247
121.42397,31.27829001,287
121.42397,31.28653,4398
121.42397,31.40434001,2702
121.42399,31.26786,481
121.42399,31.26786001,2950
121.424,31.30090001,29080
121.42401,31.21194001,2705
121.42403,31.20630001,315
121.42405,31.40434,4
121.42405,31.40434001,208
121.42409,31.21334001,145
121.42409,31.32283001,25706
121.424131,31.214405,585
121.424131,31.21440501,1825
121.42417,31.14454,14
121.42425,31.20238001,432
121.42425,31.2023806,249
121.424289,31.194962,184
121.4243,31.36207,3421
121.4243,31.36207001,14583
121.4243,31.40150001,7897
121.42433,31.04301,912
121.42433,31.18794,48
121.42433,31.18794001,2007
121.424332,31.171685,290
121.42437,31.22856,230
