Longitude,Latitude,Counts
121.15517,31.29135001,927
121.1554194,31.1524195,3723
121.1554694,31.0855306,526
121.15643,31.38809,10630
121.15643,31.38809001,2219
121.1564389,31.1228195,1593
121.1566111,31.0409806,220
121.15694,31.39167001,87
121.15705,31.37179,1093
121.15705,31.37179001,1143
121.15707,31.29151001,2872
121.15709,31.30218001,3377
121.158,31.3172,73
121.15809,31.30855001,118
121.1581,31.28914001,3273
121.15826,31.109066,918
121.15826,31.10906601,5405
121.15831,31.29763001,81
121.15834,31.31722001,3383
121.1584,31.31686,2857
121.1584,31.31686001,117
121.15874,31.29203,98
121.15874,31.29203001,272
121.1588,30.9010694,634
121.1588,30.9010695,2225
121.1588,30.90107001,7442
121.15887,30.88802,6
121.15887,30.88802001,31
121.15901,31.29208001,509
121.15912,30.91037001,1052
121.15919,31.29906,4322
121.15919,31.29906001,2443
121.15958,31.15655,427
121.15961,31.30340001,3755
121.15979,31.29237001,6883
121.16004,31.41268,6383
121.16004,31.41268001,467
121.1601,31.30309,292
121.1601,31.30309001,122
121.16049,31.05012,79
121.16049,31.05012001,91
121.1611,31.30863,425
121.1611,31.30863001,2776
121.16116,31.28347,305
121.16116,31.28347001,482
121.16143,31.35683,1994
121.16143,31.35683001,2608
121.16203,30.82421001,332
121.16223,31.24218,10
121.16223,31.24218001,9
121.16237,31.08524001,3370
121.16245,30.90892001,631
121.16311,31.0566,1223
121.16338,31.13006,2441
121.16356,30.88905,16
121.16356,30.88905001,206
121.16374,31.29008001,5165
121.1638,31.03247,273
121.16381,31.28051,138
121.16381,31.28051001,267
121.16458,30.89511001,3291
121.1648194,31.1636306,1449
121.165,30.8951,1524
121.16508,31.39772,1236
121.1651,31.3977,479
121.1651,31.39770001,1251
121.16522,30.88863001,5201
121.16531,30.88527001,4277
121.1653111,30.8852695,1792
121.1653389,30.7891306,683
121.16534,30.78913001,419
121.16578,31.36579001,4200
121.166,31.21820001,1864
121.16618,31.34631,2338
121.16618,31.34631001,4385
121.1661889,31.1827611,899
121.16629,31.2182,467
121.16702,31.24793001,452
121.16748,31.29744001,545
121.16754,31.27245,99
121.16754,31.27245001,1
121.168,31.10078001,36833
121.168,31.2967,1985
121.1680889,30.9337111,370
121.16809,30.93371001,604
121.16812,31.33029,6116
121.168162,31.32940301,3212
121.16826,31.38929001,925
121.16833,31.29666,196
121.16833,31.29666001,2091
121.1689,30.8304195,714
121.1689,30.83042001,1350
121.16898,30.8886,3
121.16898,30.88860001,1
121.16912,31.27157001,2737
121.16916,31.43694,1258
121.16916,31.43694001,7830
121.16929,31.01968,2489
121.16929,31.01968001,3442
121.16941,31.32305,2310
121.16941,31.32305001,1790
121.1697,30.95206001,1412
121.1698,31.42251,1051
121.1698,31.42251001,1883
121.17,31.14287,781
121.17044,31.08607,1147
121.17113,31.11496,258
121.17163,31.36898,1252
121.17163,31.36898001,2833
121.1719,30.84477,342
121.1719,30.84477001,574
121.172,31.14880001,2642
121.1723889,31.1488389,1331
121.1727694,30.8103389,322
121.17277,30.81034001,260
121.17282,31.23945,132
121.17285,31.17950001,4237
121.17369,31.04228001,4699
121.17377,31.28756,2962
121.17377,31.28756001,8819
121.17453,30.91020001,1622
121.1745306,30.9102,253
121.175,30.9969,1946
121.17575,31.35719001,1959
121.17587,31.36064001,14554
121.176,30.88766001,1771
121.176,31.4069,922
121.17609,31.17096,686
121.17609,31.40691001,824
121.17611,31.07251,80
121.17611,31.07251001,543
121.17619,31.28276,360
121.17619,31.28276001,3337
121.17643,31.39966001,2461
121.17651,30.86247001,821
121.1765111,30.8624695,660
121.1769389,31.1975,2701
121.17694,31.19750001,2055
121.17709,31.20257,3688
121.1772,31.30980001,2921
121.1774389,30.9381611,501
121.17744,30.93816001,158
121.17818,31.77961,115
121.17818,31.77961001,539
121.17831,31.31092001,9
121.17931,30.83102001,3510
121.1793111,30.8310195,1483
121.17972,31.34611,958
121.18,31.34610001,10842
121.18009,31.12523001,72
121.18018,31.02518001,1228
121.18057,31.43478001,66
121.18063,31.33154,59
121.18063,31.33154001,4981
121.18066,31.28563001,3938
121.1807611,31.1061306,3197
121.181,31.10610001,7097
121.18103,31.00266,329
121.181191,30.97768001,469
121.1811917,30.9776806,2437
121.181639,31.021096,95
121.18173,31.42906,1056
121.18173,31.42906001,956
121.1819598,31.05243501,12236
121.182,31.4291,985
121.18208,31.00912001,6159
121.1822,30.79724001,397
121.18226,31.03879001,7613
121.18253,31.31786001,10012
121.183,30.95880001,1676
121.1833389,30.9588306,881
121.1834194,31.1796611,1731
121.18359,31.29003001,144
121.1836111,31.0763889,2125
121.18381,31.32587,3846
121.18381,31.32587001,2565
121.18394,30.89721001,1159
121.184,31.07640001,647
121.18441,31.37332,1545
121.18441,31.37332001,1302
121.18503,31.08366,19
121.18531,31.35291,1174
121.18531,31.35291001,1943
121.18535,31.28083,628
121.18535,31.28083001,1529
121.18557,31.39379001,2845
121.18571,31.22012001,2179
121.18595,30.97031,114
121.18604,31.19315,53
121.1860694,31.1015611,1802
121.18607,31.40752,4273
121.18607,31.40752001,3287
121.18619,31.24518,1
121.18619,31.24518001,598
121.1862,31.05719,3741
121.18621,31.05719,4804
121.18692,31.03289,2060
121.18692,31.03289001,8375
121.18696,31.26027,37
121.18696,31.26027001,3726
121.1875042,31.05800701,18937
121.18762,31.05331001,106
121.18801,31.27507001,454
121.18819,31.31384001,1450
121.188365,30.81789668,554
121.18861,31.41639,1917
121.18861,31.41639001,6821
121.18914,31.43049001,1013
121.18966,30.90078001,947
121.1896611,30.9007806,845
121.19,31.14745,3016
121.19031,31.22827001,490
121.19053,31.19465,3
121.19055,31.46583,3809
121.19055,31.46583001,632
121.1910694,31.1300889,1138
121.19113,30.79110001,1826
121.1911306,30.7911,2450
121.19126,31.32488,359
121.19126,31.32488001,2407
121.19131,30.93354001,1340
121.1913111,30.9335389,567
121.19138,31.25450001,3348
121.19138,31.28777,260
121.19138,31.28777001,3680
121.1916611,31.1527694,242
121.1916611,31.1527695,1180
121.19188,30.91278001,975
121.192,31.0187,427
121.192,31.03520001,4398
121.19206,31.05762001,1947
121.1922306,31.0352,1558
121.1923,31.01870001,4927
121.19238,31.41203001,10234
121.1925194,31.0973111,21
121.19282,30.95056,256
121.19282,30.95056001,555
121.19287,31.35883,635
121.19287,31.35883001,702
121.19302,30.87966001,275
121.1936194,31.0964889,133
121.19363,31.03863,9
121.19363,31.03863001,600
121.19404,30.80508001,527
121.1945,30.83517001,1
121.195,31.30730001,8420
121.1953,31.30732,2334
121.19575,31.31502001,542
121.19697,30.83344,239
121.19697,30.83344001,37
121.19739,31.04138001,6190
121.19739,31.15673,2
121.19739,31.15673001,32
121.1974,31.26919,444
121.1974,31.26919001,5828
121.1974611,30.97765,1490
121.19748,31.15701001,12726
121.19751,31.7849,546
121.19751,31.78490001,639
121.19763,31.21554001,2071
121.1977694,31.0013806,2523
121.19777,31.00138,1319
121.19788,31.25188001,734
121.198,31.2519,866
121.198,31.34450001,1311
121.19854,31.33248001,2812
121.19862,31.01867001,3582
121.19865,31.33867,2120
121.19865,31.33867001,2138
121.19888,31.05194001,23717
121.1988806,31.0519389,8206
121.1991111,31.1171195,1676
121.19915,30.9890889,1140
121.19915,30.98909,1682
121.19928,31.04939001,59
121.19928,31.24440001,746
121.19939,31.23282001,1018
121.19941,31.04892001,4013
121.199485,31.09682301,4024
121.19975,31.23299001,131
121.19975,31.40167,3796
121.19975,31.40167001,3967
121.199825,30.88169001,656
121.1999,30.96392001,38
121.19991,31.38524001,3434
121.19998,31.44817001,1194
121.20051,31.32626,389
121.20051,31.32626001,5638
121.20055,30.8619889,181
121.20073,31.29647001,744
121.2008611,31.0428111,11
121.20141,31.31098001,244
121.2018194,31.0492111,116
121.20182,31.04921001,778
121.201948,31.05001801,67113
121.2026,31.0981695,1
121.203,31.02356001,13762
121.2034,31.03390001,7137
121.2034194,31.0339389,35
121.20342,31.03394001,105
121.2036,31.16406,2374
121.20361,31.39336,596
121.20361,31.39336001,706
121.20367,31.16406001,16543
121.20384,30.92870001,1043
121.20398,31.28044001,6062
121.20441,31.01193,34
121.20444,30.99524,507
121.20444,31.31778,739
121.20444,31.31778001,4184
121.20445,31.24116,643
121.20445,31.24116001,739
121.20476,31.19643,4680
121.20495,31.0157389,4517
121.20531,31.434,1617
121.20531,31.43400001,1386
121.20543,31.09239001,469
121.20545,31.27998,73
121.20545,31.27998001,127
121.20556,31.24826001,1229
121.20661,31.0415,514
121.20661,31.04150001,2478
121.20663,31.03015,130
121.20663,31.03015001,3984
121.2066306,31.03015,1105
121.20678,31.36806,2215
121.2068,31.045,847
121.20683,31.04500001,6337
121.20686,31.22667001,800
121.207,31.36810001,377
121.20745,31.27935,28
121.20745,31.27935001,119
121.20787,31.03519001,478
121.2080194,30.8947611,1212
121.20802,30.89476001,3670
121.20836,31.27315,4
121.20836,31.27315001,85
121.20847,31.29967,2
121.20847,31.29967001,189
121.2086111,31.1519389,323
121.209,31.33170001,1231
121.20903,31.05448001,11061
121.20921,31.285,60
121.20921,31.28500001,745
121.2094,31.2919,2490
121.2094,31.29190001,21108
121.20965,31.25123001,2363
121.20967,31.04543,24
121.20967,31.04543001,226
121.2097,31.05255001,13667
121.20976,30.79118,8
121.20995,31.47428,2276
121.20995,31.47428001,158
121.209991,31.032306,55
121.21,31.38080001,8387
121.210112,31.42817,6891
121.210112,31.42817001,1717
121.21028,31.27056,2895
121.21028,31.27056001,9565
121.21045,31.38084,1390
121.21058,31.20881001,2458
121.21068,31.24325001,1427
121.2108778,31.74849553,1031
121.21118,31.28806,134
121.21138,31.28826,460
121.21138,31.28826001,8460
121.2119889,30.9369389,573
121.21199,30.93694001,1688
121.21242,31.04124001,88
121.2125889,30.9547,235
121.2127,31.25979,2478
121.2127,31.25979001,3571
121.21276,31.23157001,1097
121.21281,31.31918001,34
121.213,30.95470001,68
121.21301,31.39147001,4685
121.21305,31.31802,657
121.21305,31.31802001,2629
121.21321,31.03984001,1306
121.2132111,31.0398389,201
121.21325,31.26425001,171
121.21338,31.24591,845
121.21338,31.24591001,1738
121.21342,31.05258001,8278
121.21357,31.76495,494
121.21357,31.76495001,937
121.2136194,30.8002195,376
121.21362,30.80022001,634
121.21365,31.04038001,5683
121.21365,31.0403806,655
121.21365,31.34893001,4054
121.21375,31.27801,2211
121.21375,31.27801001,15881
121.2139,31.00399,433
121.21391,31.00399,46
121.21394,31.03355001,366
121.2139694,31.0357611,53
121.21397,31.03576001,336
121.21412,31.01965001,580
121.21427,30.9984,1829
121.21429,31.22167001,1617
121.21444,31.44083,1836
121.21444,31.44083001,1628
121.21465,31.35895,3266
121.21465,31.35895001,2699
121.21466,31.41117001,145
121.21469,31.32547001,1137
121.21497,31.09715,1723
121.21497,31.09715001,589
121.21527,31.09299001,792
121.2154306,30.9872806,576
121.2155194,31.0358306,17
121.2157111,31.1393306,1432
121.21581,31.02523001,6022
121.2158111,31.0252306,2629
121.216,31.30400001,3820
121.21607,31.03452001,68
121.21607,31.30395,615
121.2161,31.03450001,2313
121.2162,31.03602001,7750
121.21658,31.03601,111
121.21658,31.03601001,524
121.21662,31.37386,1956
121.21662,31.37386001,2673
121.21673,31.31472001,5435
121.2177,31.01296,930
121.21809,31.04573001,6421
121.21825,31.40821001,669
121.2183545,31.02766,243
121.2183545,31.02766001,6768
121.21886,31.15410001,10476
121.219,31.34250001,104
121.21916,31.3425,54
121.21972,31.24278,740
121.21972,31.24278001,4352
121.2202694,31.1149195,49
121.2203,31.33700001,1
121.2205806,30.8807806,306
121.2209694,30.8353806,1116
121.2211,31.38667,1168
121.22116,31.38667,82
121.22116,31.38667001,4024
121.22124,31.04164001,2975
121.22135,31.26801001,2998
121.22149,31.28893,2470
121.22149,31.28893001,6469
121.2215,31.0518695,8763
121.22161,31.27719,12
121.22161,31.27719001,140
121.2217306,30.9102806,987
121.222,31.05190001,31509
121.222,31.22860001,7663
121.2222194,31.0158306,3082
121.22222,31.01583001,2932
121.222222,31.01583301,25
121.2223111,30.8605111,346
121.22258,31.31893001,2166
121.22271,31.23310001,3889
121.22274,31.00077,3996
121.223,31.27590001,2961
121.22306,31.20528,7333
121.22306,31.20528001,7126
121.22327,31.27589,852
121.2233,31.33722,1
121.22331,31.3193,59
121.22331,31.31930001,263
121.22347,31.31936001,1557
121.22355,31.0351389,37
121.22361,31.33722,434
121.2236694,31.0153306,5
121.22369,30.99621,757
121.22369,30.99621001,1743
121.22435,31.1604695,4
121.22435,31.16047001,438
121.2247306,31.1627806,37
121.22481,30.78913,985
121.22481,30.78913001,712
121.22482,31.35766001,783
121.22493,31.78423,233
121.22493,31.78423001,361
121.22509,31.01229,47
121.22509,31.01229001,71
121.2252694,31.0697195,4423
121.22527,31.06972001,18526
121.22537,31.36712,489
121.22537,31.36712001,4798
121.2255,31.33183001,1508
121.22551,31.00865,112
121.2255194,31.0427695,929
121.22552,31.04277001,8169
121.22559,31.31947,815
121.22582,31.05436001,1079
121.22603,31.16415,34
121.22605,31.24326001,633
121.22619,31.02591,113
121.22619,31.02591001,647
121.22619,31.25068001,6633
121.22626,30.98679,17
121.22626,30.98679001,246
121.2265,31.05384001,4714
121.22652,31.24630001,3790
121.2266611,31.0999195,857
121.22669,31.02364001,17820
121.22674,31.24032,10
121.22674,31.24032001,185
121.227,31.09990001,4603
121.22704,31.24017001,3710
121.227067,31.03423401,1527
121.22734,30.982048,338
121.22741,31.08768,326
121.22741,31.08768001,178
121.22794,31.4545,2329
121.22794,31.45450001,2488
121.228415,31.23495401,5746
121.2286111,30.8091695,406
121.2287806,31.03495,3593
121.22888,31.10714001,1432
121.22898,31.06062001,15009
121.229,31.03490001,12434
121.2290389,31.0352889,383
121.22904,31.03529001,11
121.22957,31.02817001,4280
121.22969,31.40283,1680
121.22969,31.40283001,2062
121.2298,31.80588,358
121.2298,31.80588001,511
121.2302,31.22868,5
121.2302,31.22868001,106
121.23022,31.04156,1051
121.23022,31.04156001,2751
121.23023,31.00634,258
121.23026,31.0081,253
121.2303,31.31420001,6938
121.2306,30.93510001,1231
121.23081,31.25846,103
121.23081,31.25846001,2176
121.23083,31.20132001,4928
121.2308306,31.0091195,9
121.23096,31.04494,156
121.23096,31.04494001,498
121.23096,31.34708,1424
121.23096,31.34708001,1105
121.23103,31.00813,2941
121.23127,31.379,3552
121.23127,31.37900001,9366
121.2315694,30.8276306,1171
121.2319389,31.0186111,3415
121.23194,31.01861001,12902
121.23198,31.35773,37
121.23198,31.35773001,1536
121.232,31.3015,822
121.2321,31.01852001,18
121.23219,31.37389001,8054
121.23231,31.30153001,7173
121.23238,31.83703,141
121.23238,31.83703001,73
121.23241,31.01302,145
121.2325,31.48222,1231
121.2325,31.48222001,2487
121.23296,31.05940001,2965
121.23305,31.29111001,1266
121.2332806,30.8934,539
121.23331,31.24714001,1964
121.23356,31.36094,2713
121.23356,31.36094001,1073
121.23357,31.38313,1496
121.23357,31.38313001,5922
121.23375,31.38686001,1586
121.23439,31.38943,111
121.23453,31.38948001,836
121.23459,30.76468001,793
121.2348,31.01021,112
121.2348,31.0102111,3
121.235,31.43780001,3049
121.23511,31.31485001,202
121.23528,31.00611001,6303
121.2352806,31.0061111,2426
121.2353,31.27543,637
121.2353,31.27543001,2009
121.23532,31.43783,1170
121.23572,31.09356,2523
121.23572,31.09356001,4107
121.23573,31.00546,84
121.23573,31.38796,166
121.23573,31.38796001,1544
121.23586,31.02065001,2431
121.2359,31.13898001,8609
121.23593,31.26736001,3741
121.2363,31.21357001,1047
121.23661,31.35087001,8516
121.23672,31.17394,1296
121.236877,31.02649301,4957
121.23699,31.02629001,70
121.2370389,31.0194889,27
121.2374,31.00938,263
121.23789,31.38636,2494
121.23789,31.38636001,2368
121.23796,31.0353,2
121.23796,31.03530001,2134
121.238,30.95250001,931
121.23814,31.37002,1252
121.23814,31.37002001,6762
121.2384194,31.04525,1557
121.23842,31.04525001,3068
121.2384806,30.9525,371
121.23876,31.36312001,1328
121.23896,31.38483001,176
121.23916,31.38462,39
121.2393,31.3789,202
121.2393,31.37890001,4659
121.24,31.0160195,1012
121.24017,31.24705001,3195
121.24018,31.46749,3576
121.24018,31.46749001,2140
121.2402,31.31961,3971
121.2402,31.31961001,924
121.24048,31.31029001,2938
121.24078,31.28716,481
121.24078,31.28716001,2034
121.241,31.376,5
121.241,31.37600001,112
121.2412,31.40696001,2994
121.24121,31.74501,261
121.24121,31.74501001,1012
121.24131,31.03939001,321
121.24138,31.03579001,64
121.24148,31.22473001,15936
121.24155,30.7802,2545
121.24157,31.20591,2175
121.24163,31.38947,1363
121.24163,31.38947001,5285
121.24194,31.37555,5491
121.24194,31.37555001,1690
121.242,31.20590001,1167
121.242005,31.039235,956
121.242005,31.03923501,2677
121.24219,31.03853001,163
121.2422,31.38615,116
121.24221,31.01914,77
121.24221,31.01914001,136
121.24223,31.38615001,1783
121.24271,31.03274001,3693
121.24273,31.35202,707
121.24273,31.35202001,5844
121.24301,31.35173,8
121.24301,31.35173001,553
121.24302,31.23918001,6971
121.2433,31.02295001,215
121.24333,31.38639,4535
121.24333,31.38639001,5421
121.24351,31.36514,4976
121.24351,31.36514001,2562
121.24363,31.38666001,614
121.24383,31.38286,16
121.24383,31.38286001,263
121.24403,31.03691001,1118
121.24409,31.40008001,7294
121.2441,31.32367001,2566
121.2441194,30.8906,620
121.2441306,30.8762111,369
121.24416,31.02083,6
121.24416,31.02083001,4056
121.2441611,31.0208306,445
121.24426,31.40015,10
121.24426,31.40015001,339
121.24432,31.38271,6093
121.24432,31.38271001,6561
121.24454,31.44473,2286
121.24454,31.44473001,410
121.24464,31.36285001,343
121.2447,31.00034,173
121.24473,31.38124,8
121.24473,31.38124001,200
121.24476,31.27831001,7781
121.24484,30.84266,354
121.24503,31.37847001,4231
121.2455,31.26353001,1309
121.246,31.29860001,3425
121.24617,31.38852001,5828
121.24643,31.00591,3328
121.2465,31.00224,34
121.2465,31.00224001,438
121.2471194,31.0255111,2032
121.24712,31.02551001,1287
121.247219,31.38969901,162
121.24741,31.04013001,478
121.24743,31.36770001,7497
121.2475889,31.0123695,1718
121.24763,31.25508,1395
121.24763,31.25508001,1729
121.24782,31.39236,880
121.24782,31.39236001,7233
121.24783,31.46008,10703
121.24783,31.46008001,2753
121.24785,31.42063,738
121.24785,31.42063001,2468
121.2481,31.38117001,7934
121.24819,31.43144,5558
121.24819,31.43144001,952
121.24835,31.38507,1
121.24835,31.38507001,42
121.24888,31.01899001,4200
121.2488806,31.0189889,2959
121.24895,31.37650001,843
121.24896,31.12126,207
121.24899,31.77715,89
121.24899,31.77715001,770
